body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,,operating budget,Gate and chain link fence contract awarded for 2026-2027,#2604 Gate and Chain Link Fence ~ Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/052026_5-19-26_sm_agenda_for_posting_revised.pdf,2026-05-19,True
West Islip Union Free School District,NCES-3630690,,life_safety_security,6_award,False,,operating budget,Elevator maintenance and service contract awarded for 2026-2027,#2610 Elevator Maintenance and Service ~ Dynasty Elevator Corp.,https://files.smartsites.parentsquare.com/6796/052026_5-19-26_sm_agenda_for_posting_revised.pdf,2026-05-19,True
West Islip Union Free School District,NCES-3630690,Multiple - all schools,maintenance_services,6_award,False,,operating budget,"Refrigeration repair and service maintenance contract for all school buildings, July 2026 through June 2027.","Professional Service Agreement Refrigeration Repair and Service Service agreement dated July 1, 2026",https://files.smartsites.parentsquare.com/6796/031926-revised-1pm-3-12-26_rm_agenda_for_posting_revised.pdf,2026-03-12,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,maintenance_services,6_award,False,,operating budget,Annual maintenance service contract for HVAC/air conditioning equipment with labor and materials support.,"Period of contract: the term of this agreement shall be one year beginning on July 1, 2026 and ending on June 30, 2027.",https://files.smartsites.parentsquare.com/6796/031926-revised-1pm-3-12-26_rm_agenda_for_posting_revised.pdf,2026-03-12,True
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,,unknown,Approval of bid extension for traditional air conditioning and refrigeration repair and service.,Approval of 2026 – 2027 Bid Extensions: Traditional Air Conditioning – Refrigeration Repair and Service,https://files.smartsites.parentsquare.com/6796/030926_march_10_2026_finance_agenda.pdf,2026-03-10,True
West Islip Union Free School District,NCES-3630690,West Islip School District,electrical_lighting,6_award,False,,operating budget,Electrical repair and services contract award to lowest bidder.,contract for Electrical Repair and Service be awarded to Madison Avenue Construction Corp.,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
Commack Union Free School District,NCES-3608130,Sawmill & Burr,"site_athletics, general_construction",6_award,False,,capital,Playground and masonry reconstruction at Sawmill and Burr schools.,"Playground & Masonry Reconstruction – Sawmill & Burr Construction, Turf Tek USA – Site Low bidder, Capital Renovation Corp. – Masonry Reconstruction Low bidder",https://files.smartsites.parentsquare.com/5158/minutes_-_september_3_2026.pdf,2026-09-03,True
Commack Union Free School District,NCES-3608130,District-wide,hvac_mechanical,6_award,False,,capital,Piped heating and cooling distribution capital project using piggyback agreement.,"piggyback agreement with Commercial Instrumentation Services, Inc. for the 2025-2-26 Capital Project - Piped Heating and Cooling Distribution",https://files.smartsites.parentsquare.com/5158/minutes_-_september_3_2026.pdf,2026-09-03,True
Commack Union Free School District,NCES-3608130,CHS Digital Media Lab,interiors,6_award,False,,bond,Interior finishes work at CHS Digital Media Lab,Austin Interiors - 2019 Bond - CHS Digital Media Lab - 008-038,https://files.smartsites.parentsquare.com/5158/boe_special_meeting_-_july_21_2026.pdf,2026-07-21,True
Commack Union Free School District,NCES-3608130,Burr and Sawmill,site_athletics,6_award,False,,capital reserve,Canopy construction at Burr and Sawmill sites,Capital Renovation - 2025-2026 Capital - Burr and Sawmill Canopies,https://files.smartsites.parentsquare.com/5158/boe_special_meeting_-_july_21_2026.pdf,2026-07-21,True
Commack Union Free School District,NCES-3608130,CHS,interiors,6_award,False,,bond,Flooring installation at CHS Anatomage Lab and Digital Media Lab,Milburn Flooring - 2019 Bond - CHS Anatomage Lab and CHS Digital Media Lab,https://files.smartsites.parentsquare.com/5158/boe_special_meeting_-_july_21_2026.pdf,2026-07-21,True
Commack Union Free School District,NCES-3608130,Cedar Road,electrical_lighting,6_award,True,,capital reserve,PA system contract approval for 2024-2025 capital project.,Approved the contract with Advance Sound for the 2024-2025 Capital Project - Cedar Road PA System,https://files.smartsites.parentsquare.com/5158/minutes_-_june_4_2026.pdf,2026-06-04,True
West Islip Union Free School District,NCES-3630690,West Islip School District,site_athletics,6_award,False,,operating budget,Tree pruning and tree removal services for district facilities.,"contract for Tree Pruning and Care Services be awarded to: Asplundh Tree Expert, LLC",https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,West Islip School District,site_athletics,6_award,False,,operating budget,Gates and chain link fencing installation and custom welding work across multiple school locations.,contract for Gates and Chain Link Fencing be awarded to: Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
Commack Union Free School District,NCES-3608130,Commack High School,general_construction,6_award,False,,unknown,Construction of School of Medicine at Commack High School through piggybacking on Bay Shore UFSD bid award.,"piggybacking on the Bay Shore Union Free School District's bid award to Renu Contracting & Restoration, Inc. for the construction of the School of Medicine at Commack High School",https://files.smartsites.parentsquare.com/5158/minutes_-_march_12_2026.pdf,2026-03-12,True
Commack Union Free School District,NCES-3608130,Commack High School,electrical_lighting,6_award,False,,unknown,Sports and facility lighting installation at Commack High School.,"Approved the Resolution authorizing the District to piggyback on the Cooperative Council of Governments' bid award to Musco Sports Lighting, LLC for the provision of sports lighting at Commack High School",https://files.smartsites.parentsquare.com/5158/minutes_-_october_9_2025.pdf,2025-10-09,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,True,,operating budget,Bus parts and maintenance services awarded to multiple vendors.,bid be awarded to the following vendors as the lowest responsible bidders meeting specifications,https://files.smartsites.parentsquare.com/12897/072226_july212026-openagenda.pdf,2026-07-21,True
Deer Park Union Free School District,NCES-3608880,,hvac_mechanical,6_award,False,,operating budget,Kitchen equipment repair and HVAC maintenance service contract renewal.,"Comfort Kool HVAC, Inc. Bid No. BDP25-008 Kitchen Equipment Repair and Service 4/26/2026-4/25/2027",https://files.smartsites.parentsquare.com/12897/may_28_2026.pdf,2026-05-28,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,Pool chemicals and supplies procurement for 2026-2027 school year.,Bid No. BDP25-003 Pool Chemicals and Supplies 2/26/2026-2/25/2027,https://files.smartsites.parentsquare.com/12897/january_6_2026.pdf,2026-01-06,True
Deer Park Union Free School District,NCES-3608880,,"plumbing, maintenance_services",6_award,False,,operating budget,Cesspool cleaning and tank pumping service contract.,"Cesspool Cleaning and Tank Pumping- Maintenance, Service and Repair",https://files.smartsites.parentsquare.com/12897/june_17_2026_-_work_session_new.pdf,2026-06-17,True
Deer Park Union Free School District,NCES-3608880,Deer Park UFSD,hvac_mechanical,6_award,False,,operating budget,"Boiler and burner equipment maintenance, service and repair contract.","Bids for Bid # B DP25- 018 Boiler/Burner Equipment Maintenance, Service and Repair were received and ope ned at 11:00 a m on O ctober 7, 2025",https://files.smartsites.parentsquare.com/12897/october_28_2025.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,plumbing,6_award,False,,operating budget,Service and rebuild pumps and electrical motors for renewal.,RFB No. BDP24-014 Service & Rebuild Pumps and Electrical Motors,https://files.smartsites.parentsquare.com/12897/october_28_2025.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,site_athletics,6_award,False,,operating budget,Landscaping and groundskeeping materials and supplies renewal.,Landscaping & Groundskeeping Materials & Supplies Renewal,https://files.smartsites.parentsquare.com/12897/june_17_2026_-_work_session_new.pdf,2026-06-17,True
Deer Park Union Free School District,NCES-3608880,,site_athletics,6_award,False,,operating budget,Indoor bleacher and basketball backstop maintenance and annual inspection.,"RFB No. BDP24-013 Indoor Bleacher/Basketball Backstop Maintenance, Annual Inspection",https://files.smartsites.parentsquare.com/12897/october_28_2025.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,site_athletics,6_award,False,,operating budget,Athletic equipment and supplies awarded to multiple vendors.,It is recommended that the bid be awarded to the following vendors as the lowest responsible bidders.,https://files.smartsites.parentsquare.com/12897/072226_june172026-open-work-minutes.pdf,2026-06-17,True
West Islip Union Free School District,NCES-3630690,district buildings,electrical_lighting,6_award,False,,operating budget,Electrical repair and services contract award for 2026-2027,#2601 Electrical Repair and Services ~ Madison Avenue Construction Corp.,https://files.smartsites.parentsquare.com/6796/060126_05-07-26_rm_final.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,district buildings,site_athletics,6_award,False,,operating budget,Gate and chain link fence contract award for 2026-2027,#2604 Gate and Chain Link Fence ~ Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/060126_05-07-26_rm_final.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,district buildings,maintenance_services,6_award,False,,operating budget,Maintenance service contract for pneumatic and DDC control systems for 2026-2027,#2603 Maintenance Service for Pneumatic and DDC Control Systems ~ Cardinal Control Systems. LLC,https://files.smartsites.parentsquare.com/6796/060126_05-07-26_rm_final.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,district buildings,maintenance_services,6_award,False,,operating budget,Elevator maintenance and service contract award for 2026-2027,#2610 Elevator Maintenance and Service ~ Dynasty Elevator Corp.,https://files.smartsites.parentsquare.com/6796/060126_05-07-26_rm_final.pdf,2026-05-07,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,Service and rebuild pumps and electrical motors maintenance contract.,"A&M Pump and Motor Repair, Inc. RFB No. BDP24-014 Service & Rebuild Pumps and Electrical Motors",https://files.smartsites.parentsquare.com/12897/october_28_2025_1.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,site_athletics,6_award,False,,operating budget,Landscaping and groundskeeping materials awarded to lowest bidders.,It is recommended that the bid be awarded to the following vendors as the lowest responsible bidders.,https://files.smartsites.parentsquare.com/12897/072226_june172026-open-work-minutes.pdf,2026-06-17,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,Indoor bleacher and basketball backstop maintenance and inspection service contract.,"NZL Equipment RFB No. BDP24-013 Indoor Bleacher/Basketball Backstop Maintenance, Annual Inspection, Service & Repair",https://files.smartsites.parentsquare.com/12897/october_28_2025_1.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,"Pump and motor service, rebuild, and repair for electrical motors.","A&M Pump and Motor Repair, Inc. RFB No. BDP24-014 Service & Rebuild Pumps and Electrical Motors",https://files.smartsites.parentsquare.com/12897/october_28_2025_1.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,Hardware and miscellaneous items supply and renewal contract.,Babylon Hardware RFB No. BDP23-011 Hardware and Miscellaneous Items,https://files.smartsites.parentsquare.com/12897/october_28_2025_1.pdf,2025-10-28,True
Deer Park Union Free School District,NCES-3608880,,maintenance_services,6_award,False,,operating budget,Hardware and miscellaneous items supply contract.,Babylon Hardware RFB No. BDP23-011 Hardware and Miscellaneous Items,https://files.smartsites.parentsquare.com/12897/october_28_2025_1.pdf,2025-10-28,True
West Islip Union Free School District,NCES-3630690,,electrical_lighting,6_award,False,,operating budget,Electrical repair and services contract awarded to Madison Avenue Construction Corp.,#2601 Electrical Repair and Services Madison Avenue Construction Corp.,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,,electrical_lighting,6_award,False,,operating budget,Electrical repair and services contract awarded for 2026-2027,#2601 Electrical Repair and Services ~ Madison Avenue Construction Corp.,https://files.smartsites.parentsquare.com/6796/052026_5-19-26_sm_agenda_for_posting_revised.pdf,2026-05-19,True
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,,operating budget,Tree pruning and care services contract awarded for 2026-2027,"#2602 Tree Pruning and Care Services ~ Asplundh Tree Expert, LLC",https://files.smartsites.parentsquare.com/6796/052026_5-19-26_sm_agenda_for_posting_revised.pdf,2026-05-19,True
Deer Park Union Free School District,NCES-3608880,Deer Park High School,interiors,7_construction,False,1471000,capital,Concession stand and bat project construction and completion.,"Deer Park High School Concession Stand and Bat Project 9/3/2025-6/26/2026 $1,471,000.00",https://files.smartsites.parentsquare.com/12897/may_28_2026.pdf,2026-05-28,True
West Islip Union Free School District,NCES-3630690,West Islip UFSD,maintenance_services,7_construction,False,3800,operating budget,Recurring payment to Suffolk County Water Authority for grounds maintenance and water services.,"Transfer for additional payments for Suffolk County Water Authority WATER 3,800.00",https://files.smartsites.parentsquare.com/6796/8-25-26_rm_agenda_for_posting_revised.pdf,2026-08-25,True
West Islip Union Free School District,NCES-3630690,Beach & PJB,life_safety_security,7_construction,False,2710.99,capital reserve,"Fire alarm replacements at Beach and PJ Bellew schools, final invoices processed.",Transfer for final BBS invoices for Beach & PJB Fire Alarm replacements,https://files.smartsites.parentsquare.com/6796/031926-revised-1pm-3-12-26_rm_agenda_for_posting_revised.pdf,2026-03-12,True
West Islip Union Free School District,NCES-3630690,Udall,general_construction,7_construction,False,1834.97,capital,Door repair completion at Udall school building.,Transfer for addt'l funds from Westbrook to Udall Interfunds to finish paying for Udall door repoir,https://files.smartsites.parentsquare.com/6796/042226_regular_meeting_agenda.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,Kitchen renovations at three school buildings have been completed.,"completion of the kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,"Beach Street, High School",life_safety_security,7_construction,False,,unknown,Fire alarm systems upgrades at two school buildings.,fire alarm systems upgrades at Beach Street and the High School,https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,West Islip High School,life_safety_security,7_construction,False,,unknown,Keyless lock entry project installation.,completion of the keyless lock entry project at the high school,https://files.smartsites.parentsquare.com/6796/102225_10-21-25_sm_for_posting.pdf,2025-10-21,True
West Islip Union Free School District,NCES-3630690,Multiple buildings,life_safety_security,7_construction,False,,unknown,Camera system budget update and implementation.,implementation of the budget update for cameras,https://files.smartsites.parentsquare.com/6796/102225_10-21-25_sm_for_posting.pdf,2025-10-21,True
West Islip Union Free School District,NCES-3630690,Bay Shore High School,plumbing,7_construction,False,,unknown,High school pool renovation with expected completion in March 2027.,High school pool renovation. There was a minor set-back and expected date of completion is now March 2027.,https://files.smartsites.parentsquare.com/6796/091026_6-4-26_rm_final.pdf,2026-06-04,True
West Islip Union Free School District,NCES-3630690,Bay Shore High School,plumbing,7_construction,False,,unknown,High school pool renovation with completion expected March 2027.,Items reviewed included the high school pool renovation. There was a minor set-back and expected date of completion is now March 2027.,https://files.smartsites.parentsquare.com/6796/6-4-26_rm_final.pdf,2026-06-04,True
Deer Park Union Free School District,NCES-3608880,HS,electrical_lighting,7_construction,False,,unknown,"High school electrical system upgrade, awaiting PSEG utility approval.",HS Electric upgrade – waiting on PSEG,https://files.smartsites.parentsquare.com/12897/082626_july212026-openminutes.pdf,2026-07-21,True
West Islip Union Free School District,NCES-3630690,District (pool),site_athletics,7_construction,False,,unknown,Pool construction project showing time-lapsed video of progress.,showing a time-lapsed video of the pool construction,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,High School,life_safety_security,7_construction,False,,unknown,Keyless lock program installation at high school completed.,completion of the keyless lock program at the high school,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,District (all buildings),life_safety_security,7_construction,False,,unknown,Security camera cleaning and refocusing across all school buildings.,cleaning and refocusing of all the security cameras,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,Districtwide (pool mentioned in B&G),site_athletics,7_construction,False,,unknown,Pool construction project showing time-lapse video for review.,showing a time-lapse video of the pool construction,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,Manetuck,site_athletics,7_construction,False,,unknown,Girl Scouts built a Gaga Ball Court at Manetuck school.,Girl Scouts lobbied to build a Gaga Ball Court at Manetuck and read letter expressing their gratitude and how much they enjoy using the new court.,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,Beach Street MS,general_construction,7_construction,False,,unknown,Pool reconstruction project.,Pool Reconstruction Update,https://files.smartsites.parentsquare.com/6796/020226_b_g_agenda_2-3-26_jb_draft.pdf,2026-02-03,True
West Islip Union Free School District,NCES-3630690,Beach MS and PJ Bellew,energy,7_construction,False,,insurance,Solar panel PV system fire insurance claim.,Solar Panel PV system fire at Beach MS and PJ Bellew,https://files.smartsites.parentsquare.com/6796/020226_b_g_agenda_2-3-26_jb_draft.pdf,2026-02-03,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,Kitchen renovations completed at three school buildings.,"completion of the kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/012126-01-08-26_rm_final.pdf,2026-01-08,True
West Islip Union Free School District,NCES-3630690,"Beach Street, High School",life_safety_security,7_construction,False,,unknown,Fire alarm system upgrades underway at two school buildings.,fire alarm systems upgrades at Beach Street and the High School,https://files.smartsites.parentsquare.com/6796/012126-01-08-26_rm_final.pdf,2026-01-08,True
West Islip Union Free School District,NCES-3630690,"High School, Districtwide",life_safety_security,7_construction,False,,unknown,"Keyless lock program completion at high school, security camera cleaning and refocusing.",completion of the keyless lock program at the high school; cleaning and refocusing of all the security cameras,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,,unknown,Pool renovation project at high school.,Items reviewed included high school pool renovation,https://files.smartsites.parentsquare.com/6796/011226_12-11-25_rm_final.pdf,2025-12-11,True
West Islip Union Free School District,NCES-3630690,West Islip High School,plumbing,7_construction,False,,unknown,High school pool renovation project is underway.,start of the high school pool renovation,https://files.smartsites.parentsquare.com/6796/10-09-25_rm_final.pdf,2025-10-09,True
West Islip Union Free School District,NCES-3630690,Manetuck,site_athletics,7_construction,False,,unknown,Gaga Ball Court construction completed and in use at Manetuck school.,Girl Scouts lobbied to build a Gaga Ball Court at Manetuck...how much they enjoy using the new court,https://files.smartsites.parentsquare.com/6796/050426_5-7-2026_rm_agenda_for_posting.pdf,2026-05-07,True
West Islip Union Free School District,NCES-3630690,High School,envelope_windows,7_construction,False,,unknown,Solar panel issues resulting from a power surge requiring attention.,high school's solar panel issues due to a power surge,https://files.smartsites.parentsquare.com/6796/011226_1-8-2026_rm_agenda_for_posting_revised.pdf,2026-01-08,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,"Kitchen renovations completed at Beach Street, Udall Road, and High School.","completion of the kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,"Beach Street, High School",life_safety_security,7_construction,False,,unknown,Fire alarm systems upgrades at Beach Street and High School.,fire alarm systems upgrades at Beach Street and the High School,https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,High School,site_athletics,7_construction,False,,unknown,Pool renovation at the high school.,pool renovation at the high school,https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,,unknown,"Pool renovation project, currently in demolition phase.",demolition phase of the high school's pool renovation,https://files.smartsites.parentsquare.com/6796/111725_11-18-25_sm_for_posting.pdf,2025-11-18,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",life_safety_security,7_construction,False,,unknown,Fire alarm systems completed at three school buildings.,"completion of fire alarm systems and kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/011226_1-8-2026_rm_agenda_for_posting_revised.pdf,2026-01-08,True
Deer Park Union Free School District,NCES-3608880,Lincoln,life_safety_security,7_construction,False,,unknown,Security command center construction at Lincoln building.,Security command center at Lincoln – under construction,https://files.smartsites.parentsquare.com/12897/082626_july212026-openminutes.pdf,2026-07-21,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,Kitchen renovations completed at three school buildings.,"completion of fire alarm systems and kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/011226_1-8-2026_rm_agenda_for_posting_revised.pdf,2026-01-08,True
Deer Park Union Free School District,NCES-3608880,Deer Park High School,life_safety_security,7_construction,False,,operating budget,Summer security services for construction project,"Angelo Agro, Deer Park High School, Summer Security Guard, 7/1/2026 - 8/31/2026, Summer Construction",https://files.smartsites.parentsquare.com/12897/082526_aug252026-work-openagenda.pdf,2026-08-25,True
Deer Park Union Free School District,NCES-3608880,HS,"interiors, plumbing",7_construction,False,,unknown,Concession stand and bathrooms construction at high school.,Construction has begun on the concession/bathrooms at the HS,https://files.smartsites.parentsquare.com/12897/082626_july212026-openminutes.pdf,2026-07-21,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,site_athletics,7_construction,False,,unknown,Pool construction project with ongoing updates.,Pool Construction Project - update,https://files.smartsites.parentsquare.com/6796/090426-b_g_agenda_9-8-26_jb-1.pdf,2026-09-08,True
West Islip Union Free School District,NCES-3630690,Beach MS and PJ Bellew ES,energy,7_construction,False,,unknown,PV solar panel system fire damage repairs at two elementary schools.,repairs will be made in Jan/Feb,https://files.smartsites.parentsquare.com/6796/120825-b_g_agenda_12-9-25_jb_draft.pdf,2025-12-09,True
West Islip Union Free School District,NCES-3630690,Masera,life_safety_security,7_construction,True,,unknown,AED mounted outside at Masera.,installation of an AED mounted outside at Masera,https://files.smartsites.parentsquare.com/6796/111725_11-18-25_sm_for_posting.pdf,2025-11-18,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,,unknown,Pool renovation project at the high school.,Items reviewed included high school pool renovation,https://files.smartsites.parentsquare.com/6796/011226_12-11-25_rm_final.pdf,2025-12-11,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,,unknown,Pool renovation project.,This protest relates to the district's use of a non-union contractor for a portion of the high school pool renovation project.,https://files.smartsites.parentsquare.com/6796/111725_11-18-25_sm_for_posting.pdf,2025-11-18,True
Deer Park Union Free School District,NCES-3608880,DPHS (Deer Park High School),hvac_mechanical,7_construction,False,,operating budget,Disposal of two non-functioning ceiling A/C units that cannot be repaired.,Disposal of two ceiling A/C units at the DPHS. The units are not working and cannot be repaired.,https://files.smartsites.parentsquare.com/12897/march_24_2026.pdf,2026-03-24,True
Deer Park Union Free School District,NCES-3608880,Transportation Annex,plumbing,7_construction,False,,operating budget,Replace cracked waste pipe at Transportation Annex.,a waste pipe at the Transportation Annex cracked and required immediate cleanup and replacement,https://files.smartsites.parentsquare.com/12897/march_10_2026.pdf,2026-03-10,True
West Islip Union Free School District,NCES-3630690,West Islip High School,life_safety_security,7_construction,True,,unknown,Keyless lock entry project installation.,Completion of the keyless lock entry project at the high school,https://files.smartsites.parentsquare.com/6796/102225_10-21-25_sm_for_posting.pdf,2025-10-21,True
West Islip Union Free School District,NCES-3630690,,life_safety_security,7_construction,True,,unknown,Camera system installation and budget updates.,Implementation of the budget update for cameras,https://files.smartsites.parentsquare.com/6796/102225_10-21-25_sm_for_posting.pdf,2025-10-21,True
West Islip Union Free School District,NCES-3630690,West Islip High School,site_athletics,7_construction,False,,unknown,High school pool renovation project.,Start of the high school pool renovation,https://files.smartsites.parentsquare.com/6796/102225_10-21-25_sm_for_posting.pdf,2025-10-21,True
Deer Park Union Free School District,NCES-3608880,Deer Park High School (DPHS),hvac_mechanical,7_construction,True,,unknown,Two non-functional ceiling A/C units at DPHS approved for disposal.,approve the disposal of two ceiling A/C units at the DPHS. The units are not working and cannot be repaired.,https://files.smartsites.parentsquare.com/12897/march_24_2026_1.pdf,2026-03-24,True
Deer Park Union Free School District,NCES-3608880,Transportation Annex,plumbing,7_construction,False,,operating budget,Emergency repair of cracked waste pipe at Transportation Annex.,a waste pipe at the Transportation Annex cracked and required immediate cleanup and replacement,https://files.smartsites.parentsquare.com/12897/march_10_2026_1.pdf,2026-03-10,True
West Islip Union Free School District,NCES-3630690,Bay Shore High School,plumbing,7_construction,False,,unknown,High school pool renovation project with completion expected in March 2027.,high school pool renovation. There was a minor set-back and expected date of completion is now March 2027.,https://files.smartsites.parentsquare.com/6796/091026_6-4-26_rm_final.pdf,2026-06-04,True
Deer Park Union Free School District,NCES-3608880,Memorial,hvac_mechanical,7_construction,False,,unknown,HVAC system work completed at Memorial building.,"Memorial all HVAC done, no grant for the pool",https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
Deer Park Union Free School District,NCES-3608880,HS,interiors,7_construction,False,,unknown,New lobby door closers installed at high school.,HS new lobby door closers,https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
West Islip Union Free School District,NCES-3630690,Bay Shore High School,plumbing,7_construction,False,,unknown,High school pool renovation with completion expected March 2027.,The high school pool renovation. There was a minor set-back and expected date of completion is now March 2027.,https://files.smartsites.parentsquare.com/6796/6-4-26_rm_final.pdf,2026-06-04,True
Deer Park Union Free School District,NCES-3608880,RF,interiors,7_construction,False,,unknown,New gym curtains installed at RF building.,RF new gym curtains,https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
West Islip Union Free School District,NCES-3630690,Manetuck,site_athletics,7_construction,False,,unknown,Construction of a Gaga Ball Court at Manetuck school.,Girl Scouts lobbied to build a Gaga Ball Court at Manetuck and read letter expressing their gratitude and how much they enjoy using the new court.,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
Deer Park Union Free School District,NCES-3608880,High School,hvac_mechanical,7_construction,False,,unknown,Cooling tower drainage and completion of roof-mounted AC units.,"HS cooling tower drained, new blinds, RF new blinds, JFK new lobby door closers, MM new blinds, Memorial gym units on roof/ac are done.",https://files.smartsites.parentsquare.com/12897/november_12_2025_1.pdf,2025-11-12,True
Deer Park Union Free School District,NCES-3608880,"Multiple (RF, MM, JFK)",interiors,7_construction,False,,unknown,Installation of new blinds at multiple school buildings and new lobby door closers at JFK.,"RF new blinds, JFK new lobby door closers, MM new blinds",https://files.smartsites.parentsquare.com/12897/november_12_2025_1.pdf,2025-11-12,True
Deer Park Union Free School District,NCES-3608880,JFK,site_athletics,7_construction,False,,unknown,New irrigation system installed at JFK building.,"JFK new heat tech coupler, Morongo new irrigation",https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
Deer Park Union Free School District,NCES-3608880,JQA,plumbing,7_construction,False,,unknown,New tank sensor installed at JQA building.,JQA new tank sensor,https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
Deer Park Union Free School District,NCES-3608880,HS,life_safety_security,7_construction,False,,unknown,Wellhead camera project completed at high school.,Wellhead camera project at HS completed,https://files.smartsites.parentsquare.com/12897/january_6_2026_1.pdf,2026-01-06,True
