body_id,name,segment,county,schools,enrollment,website,coverage_level,blocker_code,platform,board_page_url,own_site_doc_links,expected_meetings_per_year,docs_count,last_checked,last_success,manual_notes,is_dependent
COG-110974,TOWNSHIP OF NOBLE,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 1993",False
COG-110975,TOWNSHIP OF WAYNE,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 466",False
COG-173117,TOWNSHIP OF BROOKFIELD,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 103",False
COG-173118,TOWNSHIP OF CENTER,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 1081",False
COG-173119,TOWNSHIP OF ENOCH,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 430",False
COG-173120,TOWNSHIP OF JEFFERSON,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 210",False
COG-173121,TOWNSHIP OF MARION,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 602",False
COG-173122,TOWNSHIP OF OLIVE,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 5744",False
COG-173123,TOWNSHIP OF SHARON,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 345",False
COG-173124,TOWNSHIP OF STOCK,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 337",False
COG-186982,TOWNSHIP OF ELK,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 279",False
COG-225684,TOWNSHIP OF BEAVER,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 756",False
COG-225685,TOWNSHIP OF SENECA,OH Township,NOBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 415",False
COG-110976,TOWNSHIP OF CLAY,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 4790",False
COG-110977,TOWNSHIP OF HARRIS,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 2921",False
COG-110978,TOWNSHIP OF SALEM,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 5283",False
COG-132720,TOWNSHIP OF PUT IN BAY,OH Township,OTTAWA,,,http://www.putinbaytownship.com,0,,,,,,,,,"Census 2022 Township, pop 807",False
COG-173125,TOWNSHIP OF ALLEN,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 3737",False
COG-173126,TOWNSHIP OF CATAWBA ISLAND,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 3691",False
COG-173127,TOWNSHIP OF DANBURY,OH Township,OTTAWA,,,http://WWW.DANBURYTOWNSHIP.COM,0,,,,,,,,,"Census 2022 Township, pop 4891",False
COG-173128,TOWNSHIP OF ERIE,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 1160",False
COG-173129,TOWNSHIP OF PORTAGE,OH Township,OTTAWA,,,http://www.portagetownship.net,0,,,,,,,,,"Census 2022 Township, pop 1216",False
COG-186983,TOWNSHIP OF CARROLL,OH Township,OTTAWA,,,http://www.carrolltownship.net,0,,,,,,,,,"Census 2022 Township, pop 2101",False
COG-192192,TOWNSHIP OF BENTON,OH Township,OTTAWA,,,http://www.bentontwp.org,0,,,,,,,,,"Census 2022 Township, pop 2407",False
COG-225686,TOWNSHIP OF BAY,OH Township,OTTAWA,,,,0,,,,,,,,,"Census 2022 Township, pop 1122",False
COG-110979,TOWNSHIP OF EMERALD,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 767",False
COG-132721,TOWNSHIP OF BLUE CREEK,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 706",False
COG-132722,TOWNSHIP OF CRANE,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1258",False
COG-173130,TOWNSHIP OF AUGLAIZE,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1393",False
COG-173131,TOWNSHIP OF BROWN,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1906",False
COG-173132,TOWNSHIP OF CARRYALL,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 3020",False
COG-173133,TOWNSHIP OF HARRISON,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1508",False
COG-173134,TOWNSHIP OF JACKSON,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1799",False
COG-173135,TOWNSHIP OF WASHINGTON,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 674",False
COG-191213,TOWNSHIP OF LATTY,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 976",False
COG-193916,TOWNSHIP OF BENTON,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 1010",False
COG-202347,TOWNSHIP OF PAULDING,OH Township,PAULDING,,,,0,,,,,,,,,"Census 2022 Township, pop 3854",False
COG-110980,TOWNSHIP OF PIKE,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 6642",False
COG-132723,TOWNSHIP OF MADISON,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 1383",False
COG-132724,TOWNSHIP OF PLEASANT,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 866",False
COG-132725,TOWNSHIP OF THORN,OH Township,PERRY,,,http://www.thorntwp.com,0,,,,,,,,,"Census 2022 Township, pop 4599",False
COG-173136,TOWNSHIP OF CLAYTON,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 1570",False
COG-173137,TOWNSHIP OF HARRISON,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 5142",False
COG-173138,TOWNSHIP OF HOPEWELL,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 2590",False
COG-173139,TOWNSHIP OF MONDAY CREEK,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 677",False
COG-173140,TOWNSHIP OF MONROE,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 1357",False
COG-186984,TOWNSHIP OF JACKSON,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 2774",False
COG-193917,TOWNSHIP OF BEARFIELD,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 1482",False
COG-193918,TOWNSHIP OF SALT LICK,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 1080",False
COG-209134,TOWNSHIP OF READING,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 4355",False
COG-225687,TOWNSHIP OF COAL,OH Township,PERRY,,,,0,,,,,,,,,"Census 2022 Township, pop 943",False
COG-110981,TOWNSHIP OF DEERCREEK,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 1613",False
COG-110982,TOWNSHIP OF MUHLENBERG,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 843",False
COG-110983,TOWNSHIP OF WASHINGTON,OH Township,PICKAWAY,,,http://www.washingtontownship.net,0,,,,,,,,,"Census 2022 Township, pop 3038",False
COG-132726,TOWNSHIP OF MONROE,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 1241",False
COG-173141,TOWNSHIP OF CIRCLEVILLE,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 2560",False
COG-173142,TOWNSHIP OF DARBY,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 3257",False
COG-173143,TOWNSHIP OF MADISON,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 1754",False
COG-173144,TOWNSHIP OF PERRY,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 1278",False
COG-173145,TOWNSHIP OF PICKAWAY,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 2053",False
COG-173146,TOWNSHIP OF SALTCREEK,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 2779",False
COG-173147,TOWNSHIP OF SCIOTO,OH Township,PICKAWAY,,,http://www.sciototwp.com,0,,,,,,,,,"Census 2022 Township, pop 11846",False
COG-191214,TOWNSHIP OF WALNUT,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 2988",False
COG-205156,TOWNSHIP OF HARRISON,OH Township,PICKAWAY,,,http://www.harrisontwppick.net,0,,,,,,,,,"Census 2022 Township, pop 8409",False
COG-209135,TOWNSHIP OF JACKSON,OH Township,PICKAWAY,,,http://www.jacksontwp.org/,0,,,,,,,,,"Census 2022 Township, pop 1117",False
COG-225688,TOWNSHIP OF WAYNE,OH Township,PICKAWAY,,,,0,,,,,,,,,"Census 2022 Township, pop 451",False
COG-110984,TOWNSHIP OF MIFFLIN,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1203",False
COG-132727,TOWNSHIP OF BENTON,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1592",False
COG-132728,TOWNSHIP OF MARION,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1487",False
COG-132729,TOWNSHIP OF PEE PEE,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 7358",False
COG-132730,TOWNSHIP OF SEAL,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 3377",False
COG-173148,TOWNSHIP OF BEAVER,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1262",False
COG-173149,TOWNSHIP OF CAMP CREEK,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1015",False
COG-173150,TOWNSHIP OF JACKSON,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1191",False
COG-173151,TOWNSHIP OF NEWTON,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1798",False
COG-173152,TOWNSHIP OF PEBBLE,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 2458",False
COG-173153,TOWNSHIP OF PERRY,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 891",False
COG-173154,TOWNSHIP OF SCIOTO,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1046",False
COG-173155,TOWNSHIP OF UNION,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1258",False
COG-186985,TOWNSHIP OF SUNFISH,OH Township,PIKE,,,,0,,,,,,,,,"Census 2022 Township, pop 1153",False
COG-110985,TOWNSHIP OF CHARLESTOWN,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 1749",False
COG-110986,TOWNSHIP OF NELSON,OH Township,PORTAGE,,,http://www.nelsontownshipohio.org,0,,,,,,,,,"Census 2022 Township, pop 3123",False
COG-110987,TOWNSHIP OF RAVENNA,OH Township,PORTAGE,,,http://www.ravennatownship.com,0,,,,,,,,,"Census 2022 Township, pop 9059",False
COG-132731,TOWNSHIP OF BRIMFIELD,OH Township,PORTAGE,,,http://www.brimfieldohio.gov,0,,,,,,,,,"Census 2022 Township, pop 11417",False
COG-132732,TOWNSHIP OF ROOTSTOWN,OH Township,PORTAGE,,,http://www.rootstowntwp.com/index.html,0,,,,,,,,,"Census 2022 Township, pop 8662",False
COG-132733,TOWNSHIP OF WINDHAM,OH Township,PORTAGE,,,http://www.windhamtwp.com,0,,,,,,,,,"Census 2022 Township, pop 1796",False
COG-173156,TOWNSHIP OF ATWATER,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 2577",False
COG-173157,TOWNSHIP OF DEERFIELD,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 2863",False
COG-173158,TOWNSHIP OF EDINBURG,OH Township,PORTAGE,,,http://www.edinburgtownship.com,0,,,,,,,,,"Census 2022 Township, pop 2369",False
COG-173159,TOWNSHIP OF FREEDOM,OH Township,PORTAGE,,,http://www.freedomtownshipportage.com,0,,,,,,,,,"Census 2022 Township, pop 2671",False
COG-173160,TOWNSHIP OF HIRAM,OH Township,PORTAGE,,,http://www.hiramtownship.org,0,,,,,,,,,"Census 2022 Township, pop 2409",False
COG-173161,TOWNSHIP OF MANTUA,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 4606",False
COG-173162,TOWNSHIP OF PARIS,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 1659",False
COG-173163,TOWNSHIP OF RANDOLPH,OH Township,PORTAGE,,,http://www.randolphtownshipohio.gov,0,,,,,,,,,"Census 2022 Township, pop 5317",False
COG-173164,TOWNSHIP OF SHALERSVILLE,OH Township,PORTAGE,,,,0,,,,,,,,,"Census 2022 Township, pop 5254",False
COG-173165,TOWNSHIP OF SUFFIELD,OH Township,PORTAGE,,,http://www.suffieldtownship.neo.rr.com,0,,,,,,,,,"Census 2022 Township, pop 6015",False
COG-191215,TOWNSHIP OF PALMYRA,OH Township,PORTAGE,,,http://www.palmyratownship.com,0,,,,,,,,,"Census 2022 Township, pop 2799",False
COG-205157,TOWNSHIP OF FRANKLIN,OH Township,PORTAGE,,,http://www.franklintownshipohio.org,0,,,,,,,,,"Census 2022 Township, pop 6325",False
COG-110988,TOWNSHIP OF GRATIS,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 4208",False
COG-110989,TOWNSHIP OF SOMERS,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 3813",False
COG-132734,TOWNSHIP OF HARRISON,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 4288",False
COG-132735,TOWNSHIP OF JEFFERSON,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 3217",False
COG-173166,TOWNSHIP OF DIXON,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 542",False
COG-173167,TOWNSHIP OF GASPER,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 3904",False
COG-173168,TOWNSHIP OF ISRAEL,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 1135",False
COG-173169,TOWNSHIP OF JACKSON,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 1148",False
COG-173170,TOWNSHIP OF LANIER,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 3711",False
COG-173171,TOWNSHIP OF TWIN,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 2659",False
COG-173172,TOWNSHIP OF WASHINGTON,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 1801",False
COG-225689,TOWNSHIP OF MONROE,OH Township,PREBLE,,,,0,,,,,,,,,"Census 2022 Township, pop 2083",False
COG-110990,TOWNSHIP OF PALMER,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 1163",False
COG-110991,TOWNSHIP OF UNION,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2931",False
COG-132736,TOWNSHIP OF JENNINGS,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2025",False
COG-132737,TOWNSHIP OF OTTAWA,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 7994",False
COG-132738,TOWNSHIP OF RILEY,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2210",False
COG-132739,TOWNSHIP OF VAN BUREN,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2800",False
COG-173173,TOWNSHIP OF JACKSON,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 854",False
COG-173174,TOWNSHIP OF LIBERTY,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 1680",False
COG-173175,TOWNSHIP OF MONROE,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2034",False
COG-173176,TOWNSHIP OF MONTEREY,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 2054",False
COG-173177,TOWNSHIP OF PERRY,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 985",False
COG-173178,TOWNSHIP OF PLEASANT,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 3778",False
COG-186986,TOWNSHIP OF GREENSBURG,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 1434",False
COG-193919,TOWNSHIP OF SUGAR CREEK,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 1172",False
COG-205158,TOWNSHIP OF BLANCHARD,OH Township,PUTNAM,,,,0,,,,,,,,,"Census 2022 Township, pop 1204",False
COG-110992,TOWNSHIP OF JACKSON,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 3679",False
COG-110993,TOWNSHIP OF SANDUSKY,OH Township,RICHLAND,,,http://www.sanduskytownship.net,0,,,,,,,,,"Census 2022 Township, pop 987",False
COG-132740,TOWNSHIP OF FRANKLIN,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1709",False
COG-132741,TOWNSHIP OF PLYMOUTH,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1971",False
COG-132742,TOWNSHIP OF WELLER,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1885",False
COG-139566,TOWNSHIP OF PERRY,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1456",False
COG-173179,TOWNSHIP OF BUTLER,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1183",False
COG-173180,TOWNSHIP OF CASS,OH Township,RICHLAND,,,http://www.casstownshiprichlandcounty.org,0,,,,,,,,,"Census 2022 Township, pop 1618",False
COG-173181,TOWNSHIP OF MIFFLIN,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 6114",False
COG-173182,TOWNSHIP OF SHARON,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 9017",False
COG-173183,TOWNSHIP OF TROY,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 7128",False
COG-173184,TOWNSHIP OF WASHINGTON,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 6610",False
COG-173185,TOWNSHIP OF WORTHINGTON,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 2995",False
COG-191216,TOWNSHIP OF MADISON,OH Township,RICHLAND,,,http://www.madisontwp.us,0,,,,,,,,,"Census 2022 Township, pop 11104",False
COG-193920,TOWNSHIP OF MONROE,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 2749",False
COG-209136,TOWNSHIP OF BLOOMINGGROVE,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 1290",False
COG-209137,TOWNSHIP OF SPRINGFIELD,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 11105",False
COG-225690,TOWNSHIP OF JEFFERSON,OH Township,RICHLAND,,,,0,,,,,,,,,"Census 2022 Township, pop 4926",False
COG-110994,TOWNSHIP OF BUCKSKIN,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 2042",False
COG-110995,TOWNSHIP OF PAXTON,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1894",False
COG-132743,TOWNSHIP OF COLERAIN,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1995",False
COG-132744,TOWNSHIP OF HUNTINGTON,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 6130",False
COG-132745,TOWNSHIP OF PAINT,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1311",False
COG-173186,TOWNSHIP OF CONCORD,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 4696",False
COG-173187,TOWNSHIP OF FRANKLIN,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1444",False
COG-173188,TOWNSHIP OF GREEN,OH Township,ROSS,,,http://www.greentwp.net,0,,,,,,,,,"Census 2022 Township, pop 5215",False
COG-173189,TOWNSHIP OF JEFFERSON,OH Township,ROSS,,,www.ohiocheckbook.com,0,,,,,,,,,"Census 2022 Township, pop 1039",False
COG-173190,TOWNSHIP OF LIBERTY,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 2591",False
COG-173191,TOWNSHIP OF SCIOTO,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 27806",False
COG-173192,TOWNSHIP OF SPRINGFIELD,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 2602",False
COG-173193,TOWNSHIP OF UNION,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 12504",False
COG-186987,TOWNSHIP OF HARRISON,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1176",False
COG-191217,TOWNSHIP OF TWIN,OH Township,ROSS,,,http://www.twintownship.com,0,,,,,,,,,"Census 2022 Township, pop 3396",False
COG-193921,TOWNSHIP OF DEERFIELD,OH Township,ROSS,,,,0,,,,,,,,,"Census 2022 Township, pop 1050",False
COG-110996,TOWNSHIP OF JACKSON,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 1570",False
COG-110997,TOWNSHIP OF SANDUSKY,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 3551",False
COG-132746,TOWNSHIP OF GREEN CREEK,OH Township,SANDUSKY,,,http://www.greencreektwp.org,0,,,,,,,,,"Census 2022 Township, pop 3495",False
COG-132747,TOWNSHIP OF MADISON,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 3580",False
COG-132748,TOWNSHIP OF RILEY,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 1115",False
COG-132749,TOWNSHIP OF SCOTT,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 1327",False
COG-132750,TOWNSHIP OF WASHINGTON,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 2282",False
COG-173194,TOWNSHIP OF BALLVILLE,OH Township,SANDUSKY,,,http://www.ballville.org,0,,,,,,,,,"Census 2022 Township, pop 6016",False
COG-173195,TOWNSHIP OF RICE,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 1237",False
COG-173196,TOWNSHIP OF TOWNSEND,OH Township,SANDUSKY,,,,0,,,,,,,,,"Census 2022 Township, pop 1528",False
COG-173197,TOWNSHIP OF WOODVILLE,OH Township,SANDUSKY,,,http://www.woodvilletownship.org,0,,,,,,,,,"Census 2022 Township, pop 3285",False
COG-173198,TOWNSHIP OF YORK,OH Township,SANDUSKY,,,http://www.yorktwp.com,0,,,,,,,,,"Census 2022 Township, pop 2425",False
COG-110998,TOWNSHIP OF BRUSH CREEK,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 1092",False
COG-110999,TOWNSHIP OF GREEN,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 4076",False
COG-111000,TOWNSHIP OF NILE,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2343",False
COG-132751,TOWNSHIP OF BLOOM,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2709",False
COG-132752,TOWNSHIP OF MORGAN,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2252",False
COG-132753,TOWNSHIP OF RUSH,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2887",False
COG-132754,TOWNSHIP OF VALLEY,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 3467",False
COG-139567,TOWNSHIP OF RARDEN,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 1061",False
COG-173199,TOWNSHIP OF CLAY,OH Township,SCIOTO,,,http://www.clay-township.org,0,,,,,,,,,"Census 2022 Township, pop 3501",False
COG-173200,TOWNSHIP OF HARRISON,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 4232",False
COG-173201,TOWNSHIP OF JEFFERSON,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2567",False
COG-173202,TOWNSHIP OF PORTER,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 9741",False
COG-173203,TOWNSHIP OF UNION,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 2042",False
COG-173204,TOWNSHIP OF WASHINGTON,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 5257",False
COG-186988,TOWNSHIP OF VERNON,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 1934",False
COG-191218,TOWNSHIP OF MADISON,OH Township,SCIOTO,,,,0,,,,,,,,,"Census 2022 Township, pop 3889",False
COG-111001,TOWNSHIP OF CLINTON,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 4118",False
COG-111002,TOWNSHIP OF REED,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 718",False
COG-132755,TOWNSHIP OF ADAMS,OH Township,SENECA,,,http://www.adams-twp.com,0,,,,,,,,,"Census 2022 Township, pop 1216",False
COG-132756,TOWNSHIP OF EDEN,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1993",False
COG-173205,TOWNSHIP OF BIG SPRING,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1677",False
COG-173206,TOWNSHIP OF BLOOM,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1641",False
COG-173207,TOWNSHIP OF HOPEWELL,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 2690",False
COG-173208,TOWNSHIP OF LIBERTY,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 2016",False
COG-173209,TOWNSHIP OF LOUDON,OH Township,SENECA,,,http://www.loudontownship.com,0,,,,,,,,,"Census 2022 Township, pop 2213",False
COG-173210,TOWNSHIP OF SCIPIO,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1669",False
COG-173211,TOWNSHIP OF SENECA,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1450",False
COG-173212,TOWNSHIP OF VENICE,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1663",False
COG-191219,TOWNSHIP OF PLEASANT,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1490",False
COG-225691,TOWNSHIP OF JACKSON,OH Township,SENECA,,,http://www.jacksontwpseneca.com,0,,,,,,,,,"Census 2022 Township, pop 1406",False
COG-225692,TOWNSHIP OF THOMPSON,OH Township,SENECA,,,,0,,,,,,,,,"Census 2022 Township, pop 1396",False
COG-111003,TOWNSHIP OF CYNTHIAN,OH Township,SHELBY,,,,0,,,,,,,,,"Census 2022 Township, pop 1997",False
COG-111004,TOWNSHIP OF ORANGE,OH Township,SHELBY,,,,0,,,,,,,,,"Census 2022 Township, pop 1122",False
COG-111005,TOWNSHIP OF WASHINGTON,OH Township,SHELBY,,,,0,,,,,,,,,"Census 2022 Township, pop 1942",False
COG-132757,TOWNSHIP OF CLINTON,OH Township,SHELBY,,,,0,,,,,,,,,"Census 2022 Township, pop 20161",False
COG-132758,TOWNSHIP OF DINSMORE,OH Township,SHELBY,,,,0,,,,,,,,,"Census 2022 Township, pop 3371",False
