body_id,name,segment,county,schools,enrollment,website,coverage_level,blocker_code,platform,board_page_url,own_site_doc_links,expected_meetings_per_year,docs_count,last_checked,last_success,manual_notes
NCES-3621270,Northport-East Northport Union Free School District,LI school districts,Suffolk,7,4572,http://www.northport.k12.ny.us,1,ROBOTS_DISALLOW,,,,,0,2026-09-20,,
NCES-3621930,Oysterponds Union Free School District,LI school districts,Suffolk,1,80,http://www.oysterponds.org,3,,PDFs on own site,https://www.oysterponds.org/board-of-education,,,0,2026-09-20,,
NCES-3622470,Patchogue-Medford Union Free School District,LI school districts,Suffolk,11,7452,http://www.pmschools.org,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,Diligent Community,https://pmschools.community.diligentoneplatform.com/Portal/,159,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 159 agenda/minutes links. Check if they are current.
NCES-3623490,Port Jefferson Union Free School District,LI school districts,Suffolk,3,918,http://www.portjeffschools.org,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,BoardDocs,https://go.boarddocs.com/ny/portjeff/Board.nsf/vpublic?open,68,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 68 agenda/minutes links. Check if they are current.
NCES-3624060,Quogue Union Free School District,LI school districts,Suffolk,1,84,http://www.quogueschool.com,0,NO_RESPONSE,,,,,0,2026-09-20,,
NCES-3624420,Remsenburg-Speonk Union Free School District,LI school districts,Suffolk,1,123,http://www.rsufsd.org,3,,Google Drive links,https://www.rsufsd.org/boepolicies,,,0,2026-09-20,,
NCES-3624690,Riverhead Central School District,LI school districts,Suffolk,8,5688,http://www.riverhead.net,1,BOT_CHALLENGE,,,,,0,2026-09-20,,
NCES-3624840,Rocky Point Union Free School District,LI school districts,Suffolk,4,2721,http://www.rockypointschools.org,3,,PDFs on own site,https://www.rockypointufsd.org/boe,,,0,2026-09-20,,"Resolved by deeper crawl 2026-09-20, 856 doc links on page"
NCES-3625350,Sachem Central School District,LI school districts,Suffolk,15,11844,http://www.sachem.edu,3,PLATFORM_BLOCKS_BOTS,BoardDocs,https://www.boarddocs.com/ny/sachem/Board.nsf,3,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3625380,Sag Harbor Union Free School District,LI school districts,Suffolk,2,958,http://www.sagharborschools.org,3,PLATFORM_BLOCKS_BOTS,BoardDocs,http://go.boarddocs.com/ny/sag/Board.nsf/goto?open&amp;id=B4QLDT5618AC,,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3625410,Sagaponack Common School District,LI school districts,Suffolk,1,5,http://www.sagaponackschool.com,3,,PDFs on own site,https://sagaponackschool.org/school-board-meetings/,,,0,2026-09-20,,
NCES-3625920,Sayville Union Free School District,LI school districts,Suffolk,5,2694,http://www.sayvilleschools.org,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,BoardDocs,http://www.boarddocs.com/ny/spsny/board.nsf,15,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 15 agenda/minutes links. Check if they are current.
NCES-3626640,Shelter Island Union Free School District,LI school districts,Suffolk,1,176,http://www.shelterisland.k12.ny.us,3,,PDFs on own site,https://www.shelterisland.k12.ny.us/board-of-education/meeting-videos,,,0,2026-09-20,,
NCES-3626840,Shoreham-Wading River Central School District,LI school districts,Suffolk,4,2000,http://www.swrschools.org,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,BoardDocs,https://go.boarddocs.com/ny/swrcsd/Board.nsf/Public,71,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 71 agenda/minutes links. Check if they are current.
NCES-3627060,Smithtown Central School District,LI school districts,Suffolk,12,7924,http://www.smithtown.k12.ny.us,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,BoardDocs,http://go.boarddocs.com/ny/smith/Board.nsf/goto?open&amp;id=CLLREZ6D0AEA,22,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 22 agenda/minutes links. Check if they are current.
NCES-3600008,South Country Central School District,LI school districts,Suffolk,6,3953,http://www.southcountry.org,3,PLATFORM_BLOCKS_BOTS,BoardDocs,https://go.boarddocs.com/ny/soco/Board.nsf/Public,4,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3627300,South Huntington Union Free School District,LI school districts,Suffolk,7,5849,http://www.shufsd.org,3,,Google Drive links,,,,0,2026-09-20,,
NCES-3627540,Southampton Union Free School District,LI school districts,Suffolk,3,1340,http://www.southamptonschools.org,1,NOT_DETECTED,,,,,0,2026-09-20,,1 possible doc links at https://www.southamptonschools.org/62252_2
NCES-3627620,Southold Union Free School District,LI school districts,Suffolk,2,697,http://www.southoldufsd.com,3,,Google Drive links,,,,0,2026-09-20,,
NCES-3627900,Springs Union Free School District,LI school districts,Suffolk,1,688,http://www.springsschool.org,1,ROBOTS_DISALLOW,,,,,0,2026-09-20,,
NCES-3628200,Three Village Central School District,LI school districts,Suffolk,8,5717,http://www.threevillagecsd.org,1,ROBOTS_DISALLOW,,,,,0,2026-09-20,,
NCES-3629070,Tuckahoe Common School District,LI school districts,Suffolk,1,255,http://www.tuckahoecommonsd.com,3,,PDFs on own site,https://www.tuckahoecommonsd.com/board-of-trustee-meeting-schedule,,,0,2026-09-20,,
NCES-3629760,Wainscott Common School District,LI school districts,Suffolk,1,26,http://www.wainscottschool.org,3,,PDFs on own site,https://wainscottschool.org/minutes-and-agendas/,,,0,2026-09-20,,
NCES-3630540,West Babylon Union Free School District,LI school districts,Suffolk,7,3693,http://www.wbschools.org,3,PLATFORM_BLOCKS_BOTS_CHECK_OWN_SITE,BoardDocs,https://go.boarddocs.com/ny/wbschools/Board.nsf/Public,9,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network). District site also shows 9 agenda/minutes links. Check if they are current.
NCES-3630690,West Islip Union Free School District,LI school districts,Suffolk,7,3913,http://www.wi.k12.ny.us,3,,PDFs on own site,https://www.wi.k12.ny.us/boe,,,0,2026-09-20,,
NCES-3631020,Westhampton Beach Union Free School District,LI school districts,Suffolk,3,1767,http://www.whbschools.org,3,,PDFs on own site,https://www.whbschools.org/archived-meeting-agendas-and-minute,,,0,2026-09-20,,
NCES-3618690,William Floyd Union Free School District,LI school districts,Suffolk,9,9166,http://www.wfsd.k12.ny.us,3,PLATFORM_BLOCKS_BOTS,BoardDocs,https://www.boarddocs.com/ny/wfsd/Board.nsf,,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3631800,Wyandanch Union Free School District,LI school districts,Suffolk,4,2743,http://www.wyandanch.k12.ny.us,3,PLATFORM_BLOCKS_BOTS,BoardDocs,https://go.boarddocs.com/ny/wyandanch/Board.nsf/Public,,,0,2026-09-20,,Resolved by browser render 2026-09-20 | BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3600997,Academy Charter School,LI charter schools,Nassau,1,1880,http://www.academycharterschool.org,3,,PDFs on own site,https://academycharterschool.org/reports/,,,0,2026-09-20,,"Resolved by browser render 2026-09-20, 32 doc links on page"
NCES-3601169,Academy Charter School-Uniondale,LI charter schools,Nassau,1,1272,http://www.academycharterschool.org,3,,PDFs on own site,https://academycharterschool.org/reports/,,,0,2026-09-20,,"Resolved by browser render 2026-09-20, 32 doc links on page"
NCES-3600988,Evergreen Charter School,LI charter schools,Nassau,1,966,http://ecsli.org,1,BOT_CHALLENGE,,,,,0,2026-09-20,,
NCES-3680540,Nassau Boces,LI BOCES,Nassau,1,,http://www.nassauboces.org,3,PLATFORM_BLOCKS_BOTS,BoardDocs,http://go.boarddocs.com/ny/nassaub/Board.nsf/goto?open&amp;id=CT2L9S558370,,,0,2026-09-20,,BoardDocs returned 403 to automated clients on 2026-09-20 (tested from cloud and from a home network).
NCES-3600030,Roosevelt Children'S Academy Charter School,LI charter schools,Nassau,1,730,http://www.rcacs.org,1,NOT_DETECTED,,,,,0,2026-09-20,,
NCES-3680973,Academy Charter School 2 (The),LI charter schools,Suffolk,1,144,http://academycharterschool.org/wyandanchschool/,3,,PDFs on own site,,,,0,2026-09-20,,"Resolved by browser render 2026-09-20, 32 doc links. Page URL to recapture on next run"
NCES-3680820,Eastern Suffolk Boces,LI BOCES,Suffolk,1,,http://www.esboces.org,3,,Google Drive links,https://www.esboces.org/programs-services/ess/school-library-system/liaisonprogram-meetings,,,0,2026-09-20,,
NCES-3600060,Riverhead Charter School,LI charter schools,Suffolk,1,823,http://www.riverheadcharterschool.org,3,,PDFs on own site,https://riverheadcharterschool.org/title-i-parent-meetings/,,,0,2026-09-20,,
NCES-3680860,Western Suffolk Boces,LI BOCES,Suffolk,1,,http://www.wsboces.org,3,,PDFs on own site,https://www.wsboces.org/agendas-minutes/,,,0,2026-09-20,,
NYC-CB-BR09,Bronx Community Board 9,NYC community boards,Bronx,,,http://www.nyc.gov/html/bxcb9/html/home/home.shtml,1,,,,,12,0,2026-09-20,,"Full board: Third Thursday, 7:00pm"
NYC-CB-MA09,Manhattan Community Board 9,NYC community boards,Manhattan,,,https://www.cb9m.org,1,,,,,12,0,2026-09-20,,"Full board: Third Thursday, 6:30PM"
NYC-CB-QU09,Queens Community Board 9,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb9/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 7:45pm"
NYC-CB-BR09,Brooklyn Community Board 9,NYC community boards,Brooklyn,,,https://cbbrooklyn.cityofnewyork.us/cb9/,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 7:00pm"
NYC-CB-QU08,Queens Community Board 8,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb8/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 7:30pm"
NYC-CB-MA08,Manhattan Community Board 8,NYC community boards,Manhattan,,,http://www.cb8m.com,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday, 6:30PM"
NYC-CB-BR08,Brooklyn Community Board 8,NYC community boards,Brooklyn,,,https://www.brooklyncb8.org/,1,,,,,12,0,2026-09-20,,"Full board: Second Thursday, 7:00pm"
NYC-CB-BR08,Bronx Community Board 8,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb8/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 7:30pm"
NYC-CB-MA07,Manhattan Community Board 7,NYC community boards,Manhattan,,,http://www.nyc.gov/mcb7,1,,,,,12,0,2026-09-20,,"Full board: First Tuesday, 6:30pm"
NYC-CB-QU07,Queens Community Board 7,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb7/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Monday, 7:00 PM"
NYC-CB-BR07,Brooklyn Community Board 7,NYC community boards,Brooklyn,,,http://www1.nyc.gov/site/brooklyncb7/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday, 6:30pm"
NYC-CB-BR07,Bronx Community Board 7,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb7/index.page,1,,,,,12,0,2026-09-20,,"Full board: 4th Tuesday of the month, 7:00pm"
NYC-CB-BR06,Brooklyn Community Board 6,NYC community boards,Brooklyn,,,http://www1.nyc.gov/site/brooklyncb6/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 6:30pm"
NYC-CB-BR06,Bronx Community Board 6,NYC community boards,Bronx,,,https://cbbronx.cityofnewyork.us/cb6/,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 6:30pm"
NYC-CB-MA06,Manhattan Community Board 6,NYC community boards,Manhattan,,,http://cbsix.org/,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 7:00pm"
NYC-CB-QU06,Queens Community Board 6,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb6/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 7:45 PM"
NYC-CB-MA05,Manhattan Community Board 5,NYC community boards,Manhattan,,,http://www.cb5.org/,1,,,,,12,0,2026-09-20,,"Full board: Second Thursday, 6:00pm"
NYC-CB-BR05,Brooklyn Community Board 5,NYC community boards,Brooklyn,,,https://www.brooklyncb5.org/,1,,,,,12,0,2026-09-20,,"Full board: Fourth Wednesday, 6:30pm"
NYC-CB-QU05,Queens Community Board 5,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb5/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 7:30 PM"
NYC-CB-BR05,Bronx Community Board 5,NYC community boards,Bronx,,,http://www.nyc.gov/html/bxcb5/html/home/home.shtml,1,,,,,12,0,2026-09-20,,"Full board: Fourth Wednesday, 6:00pm"
NYC-CB-BR04,Bronx Community Board 4,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb4/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 6:00pm"
NYC-CB-QU04,Queens Community Board 4,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb4/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 7:30 PM"
NYC-CB-MA04,Manhattan Community Board 4,NYC community boards,Manhattan,,,https://cbmanhattan.cityofnewyork.us/cb4/,1,,,,,12,0,2026-09-20,,"Full board: First Wednesday, 6:30pm"
NYC-CB-BR04,Brooklyn Community Board 4,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb4/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday, 6:00pm"
NYC-CB-BR03,Bronx Community Board 3,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb3/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 6:00pm"
NYC-CB-BR03,Brooklyn Community Board 3,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb3/index.page,1,,,,,12,0,2026-09-20,,"Full board: First Monday, 7:00pm"
NYC-CB-ST03,Staten Island Community Board 3,NYC community boards,Staten Island,,,http://www.nyc.gov/sicb3,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 7:30pm"
NYC-CB-MA03,Manhattan Community Board 3,NYC community boards,Manhattan,,,http://www.nyc.gov/manhattancb3,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 6:30pm"
NYC-CB-QU03,Queens Community Board 3,NYC community boards,Queens,,,https://queenscb3.cityofnewyork.us/,1,,,,,12,0,2026-09-20,,"Full board: Third Thursday, 7:30 PM"
NYC-CB-BR02,Bronx Community Board 2,NYC community boards,Bronx,,,,0,NO_WEBSITE_IN_REGISTRY,,,,12,0,2026-09-20,,"Full board: Last Wednesday, 6:00pm"
NYC-CB-QU02,Queens Community Board 2,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb2/index.page,1,,,,,12,0,2026-09-20,,"Full board: First Thursday, 6:30 PM"
NYC-CB-BR02,Brooklyn Community Board 2,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb2/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Wednesday, 6:00pm"
NYC-CB-MA02,Manhattan Community Board 2,NYC community boards,Manhattan,,,https://cbmanhattan.cityofnewyork.us/cb2/,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 6:00pm"
NYC-CB-ST02,Staten Island Community Board 2,NYC community boards,Staten Island,,,https://www1.nyc.gov/site/statenislandcb2/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Tuesday, 7:30pm"
NYC-CB-BR18,Brooklyn Community Board 18,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb18/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday, 8:00pm"
NYC-CB-BR17,Brooklyn Community Board 17,NYC community boards,Brooklyn,,,https://cbbrooklyn.cityofnewyork.us/cb17/,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday, 7:00pm"
NYC-CB-BR16,Brooklyn Community Board 16,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb16/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 7:00pm"
NYC-CB-BR15,Brooklyn Community Board 15,NYC community boards,Brooklyn,,,http://www1.nyc.gov/site/brooklyncb15/index.page,1,,,,,12,0,2026-09-20,,"Full board: Last Tuesday, 7:00pm"
NYC-CB-QU14,Queens Community Board 14,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb14/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 7:00pm"
NYC-CB-BR14,Brooklyn Community Board 14,NYC community boards,Brooklyn,,,http://www.cb14brooklyn.com/,1,,,,,12,0,2026-09-20,,"Full board: Second Monday, 7:30pm"
NYC-CB-BR13,Brooklyn Community Board 13,NYC community boards,Brooklyn,,,http://www1.nyc.gov/site/brooklyncb13/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Wednesday, 7:00pm"
NYC-CB-QU13,Queens Community Board 13,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb13/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Monday, 7:30pm"
NYC-CB-QU12,Queens Community Board 12,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb12/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Wednesday (December; Second Wednesday), 7:00pm"
NYC-CB-BR12,Bronx Community Board 12,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb12/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Thursday, 7:00pm"
NYC-CB-BR12,Brooklyn Community Board 12,NYC community boards,Brooklyn,,,http://www.brooklyncb12.org/,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 7:00pm"
NYC-CB-MA12,Manhattan Community Board 12,NYC community boards,Manhattan,,,https://cbmanhattan.cityofnewyork.us/cb12/,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 6:30PM"
NYC-CB-BR11,Brooklyn Community Board 11,NYC community boards,Brooklyn,,,http://www.brooklyncb11.org/,1,,,,,12,0,2026-09-20,,"Full board: Second Thursday, 7:30pm"
NYC-CB-QU11,Queens Community Board 11,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb11/index.page,1,,,,,12,0,2026-09-20,,"Full board: First Monday, 7:30pm"
NYC-CB-MA11,Manhattan Community Board 11,NYC community boards,Manhattan,,,http://www.cb11m.org,1,,,,,12,0,2026-09-20,,"Full board: Third Tuesday, 6:30PM"
NYC-CB-BR11,Bronx Community Board 11,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb11/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Thursday, 7:00pm"
NYC-CB-QU10,Queens Community Board 10,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb10/index.page,1,,,,,12,0,2026-09-20,,"Full board: First Thursday, 7:45pm"
NYC-CB-BR10,Brooklyn Community Board 10,NYC community boards,Brooklyn,,,https://cbbrooklyn.cityofnewyork.us/cb10/,1,,,,,12,0,2026-09-20,,"Full board: Third Monday (fourth Monday in January and February), 7:00pm"
NYC-CB-BR10,Bronx Community Board 10,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb10/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Thursday, 7:00pm"
NYC-CB-MA10,Manhattan Community Board 10,NYC community boards,Manhattan,,,https://cbmanhattan.cityofnewyork.us/cb10/,1,,,,,12,0,2026-09-20,,"Full board: First Wednesday, 6:00PM"
NYC-CB-BR01,Bronx Community Board 1,NYC community boards,Bronx,,,https://www1.nyc.gov/site/bronxcb1/index.page,1,,,,,12,0,2026-09-20,,"Full board: Last Thursday, 6:00pm"
NYC-CB-MA01,Manhattan Community Board 1,NYC community boards,Manhattan,,,http://www1.nyc.gov/site/manhattancb1/index.page,1,,,,,12,0,2026-09-20,,"Full board: Fourth Tuesday, 6:00pm"
NYC-CB-BR01,Brooklyn Community Board 1,NYC community boards,Brooklyn,,,https://www1.nyc.gov/site/brooklyncb1/index.page,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 6:30pm"
NYC-CB-QU01,Queens Community Board 1,NYC community boards,Queens,,,https://www1.nyc.gov/site/queenscb1/index.page,1,,,,,12,0,2026-09-20,,"Full board: Third Tuesday, 6:30 PM"
NYC-CB-ST01,Staten Island Community Board 1,NYC community boards,Staten Island,,,http://www.nyc.gov/sicb1,1,,,,,12,0,2026-09-20,,"Full board: Second Tuesday, 8:00pm"
NCES-3600039,Amber Charter School East Harlem,NYC charter school boards,Manhattan,1,336,http://www.ambercharter.org,1,,,,,,0,2026-09-20,,
NCES-3600042,Bronx Preparatory Charter School,NYC charter school boards,Bronx,1,879,http://democracyprep.org/,1,,,,,,0,2026-09-20,,
NCES-3600045,Brooklyn Charter School (The),NYC charter school boards,Brooklyn,1,166,http://www.brooklyncharter.org,1,,,,,,0,2026-09-20,,
NCES-3600046,Community Partnership Charter School,NYC charter school boards,Brooklyn,1,371,http://www.cpcsschool.org,1,,,,,,0,2026-09-20,,
NCES-3600047,Harbor Science And Arts Charter School,NYC charter school boards,Manhattan,1,198,http://www.hsacs.org,1,,,,,,0,2026-09-20,,
NCES-3600048,Harriet Tubman Charter School,NYC charter school boards,Bronx,1,565,http://www.htcsbronx.org,1,,,,,,0,2026-09-20,,
NCES-3600049,Icahn Charter School 1,NYC charter school boards,Bronx,1,324,http://www.icahncharterschool1.org,1,,,,,,0,2026-09-20,,
NCES-3600053,John V Lindsay Wildcat Academy Charter School,NYC charter school boards,Manhattan,1,331,http://www.jvlwildcat.org,1,,,,,,0,2026-09-20,,
NCES-3600054,Kipp Academy Charter School,NYC charter school boards,Bronx,1,1132,http://www.kippacademy.org,1,,,,,,0,2026-09-20,,
NCES-3600055,Merrick Academy-Queens Public Charter School,NYC charter school boards,Queens,1,582,http://www.merrickacademy.org,1,,,,,,0,2026-09-20,,
NCES-3600057,Our World Neighborhood Charter School,NYC charter school boards,Queens,1,705,http://www.owncs.org,1,,,,,,0,2026-09-20,,
NCES-3600059,Renaissance Charter School,NYC charter school boards,Queens,1,655,http://rencharters.org,1,,,,,,0,2026-09-20,,
NCES-3600061,Sisulu-Walker Charter School Of Harlem,NYC charter school boards,Manhattan,1,142,http://www.sisuluwalker.org,1,,,,,,0,2026-09-20,,
NCES-3600063,Bronx Charter School For The Arts,NYC charter school boards,Bronx,1,596,http://www.bronxarts.net,1,,,,,,0,2026-09-20,,
NCES-3600066,Family Life Academy Charter School,NYC charter school boards,Bronx,1,395,http://www.flacsnyc.com,1,,,,,,0,2026-09-20,,
NCES-3600068,Harlem Prep Charter School,NYC charter school boards,Manhattan,1,759,http://www.democracyprep.org,1,,,,,,0,2026-09-20,,
NCES-3600080,Harlem Village Academy West Charter School,NYC charter school boards,Manhattan,1,639,http://www.harlemvillageacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600082,Kipp Star College Prep Charter School,NYC charter school boards,Manhattan,1,740,http://www.kippnyc.org/star,1,,,,,,0,2026-09-20,,
NCES-3600089,Bronx Charter School For Better Learning,NYC charter school boards,Bronx,1,546,http://www.bronxbetterlearning.org,1,,,,,,0,2026-09-20,,
NCES-3600108,Harlem Children'S Zone Promise Academy Charter School,NYC charter school boards,Manhattan,1,1138,http://www.hczpromise.org,1,,,,,,0,2026-09-20,,
NCES-3600109,Opportunity Charter School,NYC charter school boards,Manhattan,1,379,http://ocsny.org,1,,,,,,0,2026-09-20,,
NCES-3600110,Bronx Charter School For Children,NYC charter school boards,Bronx,1,524,http://www.tbcsc.org,1,,,,,,0,2026-09-20,,
NCES-3600111,Pharos Academy Charter School,NYC charter school boards,Bronx,1,726,http://www.pharosacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600112,Grand Concourse Academy Charter School,NYC charter school boards,Bronx,1,699,http://www.gcacs.org,1,,,,,,0,2026-09-20,,
NCES-3600113,Bronx Charter School For Excellence,NYC charter school boards,Bronx,1,792,http://www.bronxexcellence.org,1,,,,,,0,2026-09-20,,
NCES-3600114,Excellence Boys Charter School Of Bedford Stuyvesant,NYC charter school boards,Brooklyn,1,472,http://excellenceboys.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3600115,Williamsburg Charter High School,NYC charter school boards,Brooklyn,1,968,http://www.thewcs.org,1,,,,,,0,2026-09-20,,
NCES-3600116,Brooklyn Excelsior Charter School,NYC charter school boards,Brooklyn,1,610,http://www.brooklynexcelsiorcharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600118,Peninsula Preparatory Academy Charter School,NYC charter school boards,Queens,1,282,http://www.peninsulaprep.org,1,,,,,,0,2026-09-20,,
NCES-3600136,Girls Preparatory Charter School Of New York,NYC charter school boards,Manhattan,1,307,http://girlspreples.org/schools/les_elementary,1,,,,,,0,2026-09-20,,
NCES-3600137,Manhattan Charter School,NYC charter school boards,Manhattan,1,179,http://www.manhattancharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600138,Harlem Link Charter School,NYC charter school boards,Manhattan,1,364,http://www.harlemlink.org,1,,,,,,0,2026-09-20,,
NCES-3600139,Future Leaders Institute Charter School,NYC charter school boards,Manhattan,1,301,http://www.futureleadersinstitute.org,1,,,,,,0,2026-09-20,,
NCES-3600140,Harlem Children'S Zone Promise Academy Ii Charter School,NYC charter school boards,Manhattan,1,1019,http://www.hczpromise.org,1,,,,,,0,2026-09-20,,
NCES-3600141,Harlem Village Academy East Charter School,NYC charter school boards,Manhattan,1,478,http://www.harlemvillageacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600142,Nyc Autism Charter School East Harlem,NYC charter school boards,Manhattan,1,37,http://www.nycacharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600143,Kipp Infinity Charter School,NYC charter school boards,Manhattan,1,1807,http://www.kippnyc.org/infinity,1,,,,,,0,2026-09-20,,
NCES-3600144,South Bronx Charter School,NYC charter school boards,Bronx,1,458,http://www.sbcsica.org,1,,,,,,0,2026-09-20,,
NCES-3600145,Williamsburg Collegiate Charter School,NYC charter school boards,Brooklyn,1,247,http://nyc.uncommonschools.org/williamsburg-collegiate,1,,,,,,0,2026-09-20,,
NCES-3600146,Hellenic Classical Charter School,NYC charter school boards,Brooklyn,1,483,http://www.hccs-nys.org,1,,,,,,0,2026-09-20,,
NCES-3600147,Achievement First Crown Heights Charter School,NYC charter school boards,Brooklyn,1,1339,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3600148,Kipp Always Mentally Prepared Charter School,NYC charter school boards,Brooklyn,1,871,http://www.kippnyc.org/amp,1,,,,,,0,2026-09-20,,
NCES-3600149,Achievement First East New York Charter School,NYC charter school boards,Brooklyn,1,1144,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3600157,Explore Charter School,NYC charter school boards,Brooklyn,1,519,http://www.explorenetwork.org,1,,,,,,0,2026-09-20,,
NCES-3600158,Democracy Preparatory Charter School,NYC charter school boards,Manhattan,1,603,http://www.democracyprep.org,1,,,,,,0,2026-09-20,,
NCES-3600159,Community Roots Charter School,NYC charter school boards,Brooklyn,1,469,http://www.communityroots.org,1,,,,,,0,2026-09-20,,
NCES-3600161,South Bronx Classical Charter School,NYC charter school boards,Bronx,1,498,http://www.classicalcharterschools.org,1,,,,,,0,2026-09-20,,
NCES-3600163,International Leadership Charter  High School,NYC charter school boards,Bronx,1,318,http://www.ilchs.org,1,,,,,,0,2026-09-20,,
